,uid,years,minutes,sqrm,distance,renovate,express,price,predict
2305,13203-277,11,10,55,17.02754961,0,0,37000000,44843306.64920017
2306,13203-278,17,13,60,17.02754961,0,0,57000000,43593391.69889246
2307,13203-293,30,13,55,20.15478498,0,0,37000000,30486856.26654516
2308,13203-294,30,14,80,20.15478498,1,0,37000000,52892942.54368813
2309,13203-298,34,6,20,20.15478498,0,0,4700000,5213889.2935628
2310,13203-305,17,5,70,20.15478498,0,0,55000000,54757711.23995428
2311,13203-306,23,2,65,20.15478498,0,0,52000000,49590663.42865281
2312,13203-313,37,3,40,20.15478498,1,0,29000000,24730312.333542395
2313,13203-314,6,2,65,20.15478498,0,0,79000000,58681360.67426581
2314,13203-315,41,5,60,20.15478498,0,0,21000000,33967789.55332739
2315,13203-316,50,9,40,20.15478498,0,0,12000000,10550499.620360248
2316,13203-321,34,8,35,20.15478498,1,0,23000000,18990835.52356144
2317,13203-327,23,9,70,20.15478498,1,0,55000000,52045894.076563925
2318,13203-330,34,3,15,20.15478498,0,0,8000000,3255322.863065921
2319,13203-331,16,6,75,20.15478498,0,0,47000000,58597312.33472352
2320,13203-338,42,7,45,20.15478498,1,0,32000000,23342000.396299656
2321,13203-339,46,7,55,20.15478498,0,0,23000000,25969769.2201477
2322,13203-340,24,11,65,20.15478498,0,0,43000000,42997621.578229874
2323,13203-344,34,6,20,20.15478498,0,0,12000000,5213889.2935628
2324,13203-350,33,11,55,20.15478498,1,0,30000000,33418143.09597189
2325,13203-351,34,3,15,20.15478498,0,0,8000000,3255322.863065921
2326,13203-352,42,7,60,20.15478498,0,0,32000000,32086754.889055036
2327,13203-356,24,8,75,20.15478498,0,0,51000000,52973049.3928458
2328,13203-357,15,4,55,20.15478498,1,0,48000000,47755594.42453623
2329,13203-359,41,5,65,20.15478498,1,0,37000000,41135027.38738908
2330,13203-360,49,6,65,17.02754961,0,0,54000000,35171496.269122824
2331,13203-361,6,10,70,17.02754961,0,0,90000000,59451035.3783168
2332,13203-362,7,16,70,17.02754961,0,0,77000000,54877425.17910126
2333,13203-365,49,8,70,17.02754961,1,0,72000000,40992446.335712925
2334,13203-366,6,10,70,17.02754961,0,0,74000000,59451035.3783168
2335,13203-368,51,6,50,17.02754961,1,0,33000000,25357247.982765913
2336,13203-370,51,6,70,17.02754961,1,0,54000000,41269240.30958299
2337,13203-371,12,5,30,17.02754961,1,0,41000000,30973528.514914468
2338,13203-372,48,8,45,17.02754961,0,0,33000000,18447963.071634922
2339,13203-376,22,6,55,17.02754961,0,0,57000000,41653666.31933494
2340,13203-377,48,8,80,17.02754961,1,0,68000000,49483189.39592223
2341,13203-378,6,10,70,17.02754961,0,0,82000000,59451035.3783168
2342,13203-383,11,10,75,18.72812462,0,1,72000000,60121097.75184753
2343,13203-386,17,14,65,21.95318781,0,0,38000000,43469573.485906094
2344,13203-396,19,10,70,20.15478498,1,0,43000000,53511737.78003119
2345,13203-397,29,3,55,20.15478498,0,0,41000000,37753042.000703886
2346,13203-404,35,4,30,20.15478498,0,0,7500000,13981426.327642161
2347,13203-405,30,8,50,20.15478498,0,0,26000000,29874577.60351988
2348,13203-409,32,6,20,20.15478498,0,0,7500000,6283383.0871643275
2349,13203-417,15,11,75,20.15478498,0,0,55000000,55766339.8128453
2350,13203-419,22,1,30,20.15478498,0,0,17000000,22952567.63725949
2351,13203-424,10,10,75,20.15478498,0,0,60000000,59113218.18058492
2352,13203-427,30,5,50,20.15478498,0,0,24000000,31894009.254727267
2353,13203-428,29,5,35,20.15478498,0,0,23000000,20494761.906415224
2354,13203-429,10,10,80,20.15478498,0,0,60000000,63091216.26228919
2355,13203-431,13,14,65,20.15478498,0,0,35000000,46860405.791830905
2356,13203-432,25,2,40,20.15478498,0,0,25000000,28631179.22652994
2357,13203-434,10,8,70,20.15478498,0,0,42000000,56481507.866352245
2358,13203-437,6,2,65,20.15478498,0,0,73000000,58681360.67426581
2359,13203-443,13,14,65,20.15478498,0,0,36000000,46860405.791830905
2360,13203-446,7,19,75,21.95318781,0,0,47000000,53407319.198643304
2361,13203-453,11,16,75,21.95318781,0,0,47000000,53287763.262647636
2362,13203-454,11,16,75,21.95318781,0,0,47000000,53287763.262647636
2363,13203-458,7,13,75,21.95318781,0,0,51000000,57446182.50105808
2364,13203-460,70,19,80,21.95318781,0,0,51000000,23696262.781899385
2365,13203-463,11,16,80,21.95318781,0,0,47000000,57265761.3443519
2366,13203-469,6,20,70,20.15478498,0,0,53000000,50542768.84872575
2367,13203-470,7,21,85,20.15478498,0,0,49000000,61268872.313301995
2368,13203-474,7,21,75,20.15478498,0,0,45000000,53312876.14989346
2369,13203-476,7,23,70,20.15478498,0,0,40000000,47988590.3007176
2370,13203-495,31,19,50,18.72812462,0,1,21000000,23477874.45368872
2371,13203-496,33,15,70,18.72812462,1,1,37000000,44202188.27420488
2372,13203-497,11,26,20,18.72812462,0,1,9900000,5592816.713327836
2373,13203-498,27,16,25,18.72812462,0,1,9000000,7746303.28357783
2374,13203-505,7,25,65,18.72812462,0,1,46000000,44206930.919605106
2375,13203-506,32,19,40,18.72812462,0,1,14000000,14987131.393479418
2376,13203-517,13,14,95,18.72812462,0,1,48000000,72271020.75011988
2377,13203-521,10,29,20,20.15478498,0,0,11000000,2565505.4908578508
2378,13203-527,14,16,15,20.15478498,0,0,8700000,5199390.310515869
2379,13203-532,14,16,20,20.15478498,0,0,8400000,9177388.392220138
2380,13203-534,50,13,55,20.15478498,1,0,24000000,22981158.082887296
2381,13203-535,14,17,15,20.15478498,0,0,17000000,4526246.426780075
2382,13203-544,28,14,15,18.72812462,0,1,11000000,601847.9908401184
2383,13203-546,9,3,60,18.72812462,0,1,72000000,53968604.48648682
2384,13203-547,51,13,40,18.72812462,0,1,22000000,8865803.656679664
2385,13203-548,9,3,60,18.72812462,0,1,70000000,53968604.48648682
2386,13203-551,4,7,70,18.72812462,1,1,72000000,65094999.35131343
2387,13203-552,12,12,60,18.72812462,0,1,48000000,46306068.84246236
2388,13203-553,49,9,30,18.72812462,0,1,21000000,4671876.821815841
2389,13203-554,7,7,30,18.72812462,0,1,26000000,28477534.25491956
2390,13203-555,12,12,40,18.72812462,0,1,28000000,30394076.515645288
2391,13203-556,21,6,100,18.72812462,0,1,92000000,77356194.7273044
2392,13203-557,21,6,95,18.72812462,0,1,70000000,73378196.64560014
2393,13203-558,9,2,70,18.72812462,0,1,79000000,62597744.53363115
2394,13203-562,9,3,80,18.72812462,0,1,90000000,69880596.81330389
2395,13203-564,21,5,95,18.72812462,0,1,89000000,74051340.52933593
2396,13203-565,9,2,60,18.72812462,0,1,69000000,54641748.37022261
2397,13203-566,49,9,30,18.72812462,1,1,18000000,7861116.574173268
2398,13203-569,53,13,45,18.72812462,0,1,25000000,11774307.944782404
2399,13203-570,51,11,40,18.72812462,0,1,13000000,10212091.424151253
2400,13203-572,7,7,35,18.72812462,0,1,30000000,32455532.336623825
2401,13203-576,9,3,90,18.72812462,0,1,100000000,77836592.97671244
2402,13203-577,21,3,65,18.72812462,0,1,50000000,51529639.806581914
2403,13203-578,9,2,95,18.72812462,0,1,120000000,82487734.9421525
2404,13203-582,9,2,60,18.72812462,1,1,70000000,57830988.12258004
2405,13203-583,9,3,80,18.72812462,0,1,90000000,69880596.81330389
2406,13203-584,9,2,60,18.72812462,0,1,70000000,54641748.37022261
2407,13203-585,28,17,20,18.72812462,1,1,7000000,5749654.173694424
2408,13203-586,12,2,25,18.72812462,0,1,21000000,25191521.107890442
2409,13203-587,53,13,45,18.72812462,0,1,16000000,11774307.944782404
2410,13203-589,9,3,60,18.72812462,0,1,71000000,53968604.48648682
2411,13203-590,21,4,55,18.72812462,0,1,38000000,42900499.759437576
2412,13203-591,53,13,45,18.72812462,0,1,13000000,11774307.944782404
2413,13203-592,53,13,45,18.72812462,0,1,13000000,11774307.944782404
2414,13203-593,35,4,15,18.72812462,0,1,15000000,3590058.5505927242
2415,13203-595,35,4,15,18.72812462,0,1,9800000,3590058.5505927242
2416,13203-596,28,14,20,18.72812462,1,1,7300000,7769085.824901812
2417,13203-597,40,14,90,18.72812462,1,1,50000000,57044096.20715239
2418,13203-598,14,2,70,18.72812462,0,1,68000000,59924010.04962733
2419,13203-599,9,3,85,18.72812462,0,1,100000000,73858594.89500816
2420,13203-602,9,15,55,18.72812462,0,1,72000000,41912879.799953
2421,13203-603,40,15,80,18.72812462,1,1,49000000,48414956.16000806
2422,13203-604,9,3,90,18.72812462,0,1,130000000,77836592.97671244
2423,13203-605,33,13,10,18.72812462,0,1,3000000,-5376740.691132177
2424,13203-606,51,11,35,18.72812462,0,1,9500000,6234093.342446987
2425,13203-608,35,11,15,18.72812462,1,1,7000000,2067291.116799578
2426,13203-609,22,6,65,18.72812462,0,1,55000000,48975461.258573756
2427,13203-610,15,12,65,18.72812462,0,1,63000000,48679826.233764336
2428,13203-611,9,2,95,18.72812462,0,1,130000000,82487734.9421525
2429,13203-613,9,3,35,18.72812462,1,1,36000000,37267853.83032291
2430,13203-614,15,11,60,18.72812462,1,1,55000000,48564211.78815329
2431,13203-615,23,5,30,18.72812462,0,1,14000000,21267871.67357891
2432,13203-620,15,11,45,18.72812462,0,1,42000000,33440977.79068306
2433,13203-621,15,11,45,18.72812462,1,1,42000000,36630217.543040484
2434,13203-622,9,2,85,18.72812462,0,1,120000000,74531738.77874395
2435,13203-623,12,2,65,18.72812462,0,1,65000000,57015505.76152459
2436,13203-624,28,14,15,18.72812462,1,1,7800000,3791087.7431975454
2437,13203-625,9,3,60,18.72812462,0,1,74000000,53968604.48648682
2438,13203-626,6,6,60,18.72812462,0,1,52000000,53553413.52568172
2439,13203-627,22,6,60,18.72812462,0,1,43000000,44997463.17686948
2440,13203-633,12,2,35,18.72812462,0,1,39000000,33147517.271298982
2441,13203-634,53,13,30,18.72812462,1,1,9500000,3029553.4520270266
2442,13203-635,9,3,60,18.72812462,0,1,73000000,53968604.48648682
2443,13203-636,37,14,55,18.72812462,1,1,45000000,30802350.32562481
2444,13203-637,9,2,70,18.72812462,0,1,85000000,62597744.53363115
2445,13203-641,22,9,65,18.72812462,0,1,43000000,46956029.60736637
2446,13203-642,35,11,25,18.72812462,0,1,10000000,6834047.5278506875
2447,13203-646,5,14,65,18.72812462,0,1,50000000,52681007.43430039
2448,13203-647,5,13,70,18.72812462,0,1,64000000,57332149.39974046
2449,13203-648,5,14,70,18.72812462,1,1,61000000,59848245.26836208
2450,13203-650,3,12,60,18.72812462,0,1,49000000,51118790.91366924
2451,13203-651,50,13,60,18.72812462,0,1,25000000,25312542.8802975
2452,13203-659,29,14,25,18.72812462,1,1,9700000,11212337.009805318
2453,13203-660,29,13,15,18.72812462,1,1,8800000,3929484.73013258
2454,13203-661,35,11,20,18.72812462,1,1,8000000,6045289.198503844
2455,13203-666,34,13,65,18.72812462,0,1,39000000,37846491.31081401
2456,13203-671,34,13,55,18.72812462,0,1,33000000,29890495.147405475
2457,13203-672,5,14,75,18.72812462,0,1,75000000,60637003.59770893
2458,13203-679,29,12,20,18.72812462,0,1,6300000,5391386.943215214
2459,13203-680,3,6,70,18.72812462,0,1,85000000,63113650.37949256
2460,13203-681,3,5,65,18.72812462,0,1,78000000,59808796.18152408
2461,13203-682,29,12,15,18.72812462,1,1,7900000,4602628.613868374
2462,13203-688,24,19,50,18.72812462,0,1,29000000,27221102.731294073
2463,13203-689,14,12,20,18.72812462,0,1,19000000,13412590.395226687
2464,13203-690,23,17,55,18.72812462,0,1,28000000,33080135.4772707
2465,13203-691,34,11,40,18.72812462,1,1,32000000,22492028.42212169
2466,13203-692,3,6,65,18.72812462,0,1,76000000,59135652.29778829
2467,13203-697,35,10,65,18.72812462,0,1,48000000,39331176.06522063
2468,13203-698,19,15,55,18.72812462,1,1,40000000,39754650.584302776
2469,13203-699,24,5,50,18.72812462,0,1,27000000,36645117.10359522
2470,13203-704,6,18,65,18.72812462,0,1,61000000,49453685.00255644
2471,13203-705,35,10,30,18.72812462,0,1,11000000,11485189.493290754
2472,13203-709,14,12,15,18.72812462,0,1,19000000,9434592.313522419
2473,13203-710,34,10,40,18.72812462,0,1,19000000,19975932.553500056
2474,13203-712,15,23,75,18.72812462,0,1,51000000,49231239.67607911
2475,13203-713,48,20,65,18.72812462,0,1,24000000,25648027.569452733
2476,13203-714,15,23,80,18.72812462,0,1,54000000,53209237.75778338
2477,13203-715,15,23,75,18.72812462,0,1,56000000,49231239.67607911
2478,13203-722,18,20,75,18.72812462,1,1,52000000,52835670.389241636
2479,13203-723,15,24,95,18.72812462,1,1,80000000,67659327.87151782
2480,13203-725,21,15,70,18.72812462,1,1,55000000,50619151.035814054
2481,13203-726,11,19,35,18.72812462,0,1,25000000,22238818.144591216
2482,13203-727,15,23,75,18.72812462,0,1,52000000,49231239.67607911
2483,13203-729,7,25,65,18.72812462,0,1,44000000,44206930.919605106
2484,13204-15,18,21,80,20.15478498,0,0,39000000,51408658.36678931
2485,13204-16,15,13,75,20.15478498,1,0,45000000,57609291.79773113
2486,13204-26,15,20,85,20.15478498,1,0,39000000,60853280.7749891
2487,13204-27,15,13,75,20.15478498,0,0,52000000,54420052.04537371
2488,13204-33,45,17,65,20.15478498,0,0,15000000,27729073.442999043
2489,13204-34,8,20,75,20.15478498,0,0,49000000,53451273.13682849
2490,13204-35,12,19,55,20.15478498,0,0,27000000,36073437.10654415
2491,13204-44,17,25,40,20.15478498,0,0,27000000,17426845.07501275
2492,13204-48,15,13,75,20.15478498,1,0,48000000,57609291.79773113
2493,13204-59,18,25,80,20.15478498,0,0,35000000,48716082.83184613
2494,13204-60,15,13,75,20.15478498,0,0,45000000,54420052.04537371
2495,13204-70,45,17,70,20.15478498,0,0,20000000,31707071.524703316
2496,13204-76,13,20,70,20.15478498,0,0,41000000,46799540.571120396
2497,13204-77,18,25,25,20.15478498,0,0,31000000,4958103.933099184
2498,13204-78,15,13,75,20.15478498,0,0,39000000,54420052.04537371
2499,13204-84,10,26,60,20.15478498,0,0,18000000,36408921.79569939
2500,13204-92,15,14,70,20.15478498,0,0,41000000,49768910.07993364
2501,13204-93,24,14,55,20.15478498,1,0,30000000,36211433.515971385
2502,13204-272,6,11,60,18.72812462,0,1,46000000,50187694.10700275
2503,13204-280,20,8,55,18.72812462,1,1,51000000,43931910.873652585
2504,13204-281,17,10,40,18.72812462,0,1,50000000,29066629.799113058
2505,13204-296,14,28,65,18.72812462,1,1,39000000,41633510.743149795
2506,13204-297,5,6,70,18.72812462,0,1,67000000,62044156.58589103
2507,13204-302,9,12,70,18.72812462,0,1,66000000,55866305.69627319
2508,13204-307,5,6,55,18.72812462,0,1,55000000,50110162.34077822
2509,13204-308,20,7,55,18.72812462,0,1,40000000,41415815.00503095
2510,13204-318,32,28,40,18.72812462,1,1,15000000,12118076.192214683
2511,13204-319,26,26,45,18.72812462,0,1,28000000,17461603.669837706
2512,13204-321,18,9,70,18.72812462,0,1,53000000,53073015.2762737
2513,13204-322,22,10,65,18.72812462,0,1,39000000,46282885.72363057
2514,13204-323,32,28,40,18.72812462,0,1,11000000,8928836.439857256
2515,13204-324,11,4,70,18.72812462,0,1,62000000,60181962.97255803
2516,13204-335,11,4,30,18.72812462,1,1,28000000,31547218.071281314
2517,13204-358,21,9,55,18.72812462,0,1,42000000,39534780.3407586
2518,13204-359,32,13,15,18.72812462,0,1,9500000,-863995.7126271427
2519,13204-360,14,25,70,18.72812462,0,1,48000000,44441700.723704025
2520,13204-372,18,9,60,18.72812462,1,1,55000000,48306258.86522259
2521,13204-374,6,29,60,18.72812462,0,1,3900000,38071104.199758425
2522,13204-433,13,25,70,17.02754961,0,0,45000000,45610648.844674505
2523,13204-435,23,21,20,17.02754961,1,0,14000000,6365014.3469247855
2524,13204-436,13,25,70,17.02754961,0,0,46000000,45610648.844674505
2525,13204-442,15,30,70,17.02754961,0,0,38000000,41175435.632394
2526,13204-449,32,6,15,18.72812462,0,1,11000000,3848011.473523427
2527,13204-450,14,29,70,18.72812462,0,1,46000000,41749125.18876084
2528,13204-453,25,10,15,18.72812462,0,1,15000000,4898664.2161856
2529,13204-454,19,6,55,18.72812462,1,1,49000000,45812945.537924945
2530,13204-456,22,16,55,18.72812462,0,1,30000000,34288026.25780726
2531,13204-457,33,10,30,18.72812462,0,1,14000000,12554683.286892286
2532,13204-460,12,30,75,18.72812462,0,1,49000000,46123473.18033084
2533,13204-461,32,6,15,18.72812462,1,1,9200000,7037251.225880854
2534,13204-462,6,30,70,18.72812462,0,1,45000000,45353956.47943116
2535,13204-463,6,4,30,18.72812462,0,1,34000000,31031712.80292771
2536,13204-464,32,6,15,18.72812462,0,1,15000000,3848011.473523427
2537,13204-465,9,25,40,18.72812462,0,1,26000000,23247446.71748224
2538,13204-466,20,5,65,18.72812462,0,1,62000000,50718098.935911074
2539,13204-467,12,24,70,18.72812462,0,1,42000000,46184338.401041344
2540,13204-468,25,10,15,18.72812462,0,1,7800000,4898664.2161856
2541,13204-469,23,25,75,18.72812462,0,1,40000000,43606976.7342014
2542,13204-470,25,10,20,18.72812462,0,1,13000000,8876662.297889866
2543,13204-471,20,6,70,18.72812462,1,1,55000000,57212192.88623698
2544,13204-472,23,24,55,18.72812462,1,1,28000000,31557368.043477558
2545,13204-473,28,4,15,18.72812462,0,1,12000000,7333286.828198079
2546,13204-481,8,15,80,18.72812462,0,1,59000000,62337617.10527511
2547,13204-482,35,18,20,18.72812462,0,1,8000000,-1855957.740004152
2548,13204-483,25,5,40,18.72812462,0,1,25000000,28154374.04338592
2549,13204-484,12,24,70,18.72812462,0,1,42000000,46184338.401041344
2550,13204-485,28,8,45,18.72812462,1,1,42000000,31697939.535837926
2551,13204-491,14,22,85,18.72812462,0,1,52000000,58395126.620024204
2552,13204-493,4,9,70,18.72812462,0,1,74000000,60559471.83148441
2553,13204-494,47,9,85,18.72812462,1,1,46000000,52688589.266521744
2554,13204-495,23,12,55,18.72812462,0,1,39000000,36445854.89594968
2555,13204-496,28,8,45,18.72812462,1,1,46000000,31697939.535837926
2556,13204-497,34,16,35,18.72812462,1,1,24000000,15148310.921738436
2557,13204-498,17,30,80,18.72812462,1,1,55000000,50616976.53038871
2558,13204-499,23,20,65,18.72812462,0,1,37000000,39016699.989471845
2559,13204-500,16,16,65,18.72812462,1,1,42000000,48641743.55437781
2560,13204-501,27,20,80,18.72812462,0,1,30000000,48811706.64738159
2561,13204-505,14,5,30,18.72812462,0,1,28000000,26080593.744785797
2562,13204-507,18,29,55,18.72812462,0,1,28000000,27676143.356444977
2563,13204-508,14,29,75,18.72812462,0,1,41000000,45727123.270465106
2564,13204-509,23,20,65,18.72812462,0,1,34000000,39016699.989471845
2565,13204-510,28,18,25,18.72812462,0,1,8000000,5865268.619305473
2566,13204-511,42,9,45,18.72812462,1,1,24000000,23538339.09689143
2567,13204-512,32,6,15,18.72812462,0,1,9200000,3848011.473523427
2568,13204-513,47,9,65,18.72812462,0,1,34000000,33587357.18734725
2569,13204-514,8,21,60,18.72812462,0,1,39000000,42386761.47604326
2570,13204-515,14,19,70,18.72812462,0,1,49000000,48480564.0261188
2571,13204-517,16,5,65,18.72812462,0,1,63000000,52857086.523114145
2572,13204-518,34,16,35,18.72812462,0,1,16000000,11959071.16938101
2573,13204-519,14,29,80,18.72812462,0,1,44000000,49705121.35216938
2574,13204-520,32,8,55,18.72812462,0,1,30000000,34325708.35968598
2575,13204-523,10,6,70,18.72812462,0,1,60000000,59370422.101887204
2576,13204-525,17,30,65,18.72812462,1,1,50000000,38682982.28527591
2577,13204-527,17,30,80,18.72812462,0,1,42000000,47427736.77803129
2578,13204-528,21,14,60,18.72812462,0,1,35000000,40147059.00378389
2579,13204-529,17,4,30,18.72812462,0,1,26000000,25149496.938119296
2580,13204-530,23,24,55,18.72812462,0,1,28000000,28368128.29112013
2581,13204-531,15,29,70,18.72812462,0,1,42000000,41214378.291960075
2582,13204-541,24,11,55,18.72812462,1,1,47000000,39773491.635242134
2583,13204-544,17,30,65,18.72812462,0,1,37000000,35493742.53291848
2584,13204-546,8,21,65,18.72812462,0,1,39000000,46364759.55774753
2585,13204-547,21,17,60,18.72812462,0,1,39000000,38127627.3525765
2586,13204-548,28,4,15,18.72812462,0,1,11000000,7333286.828198079
2587,13204-549,20,24,70,18.72812462,0,1,41000000,41906363.22663523
2588,13204-550,20,4,60,18.72812462,0,1,50000000,47413244.737942606
2589,13204-551,21,14,65,18.72812462,0,1,37000000,44125057.085488155
2590,13204-552,8,20,55,18.72812462,0,1,31000000,39081907.278074786
2591,13204-557,12,30,80,18.72812462,0,1,49000000,50101471.2620351
2592,13204-558,28,8,45,18.72812462,1,1,40000000,31697939.535837926
2593,13204-559,28,8,60,18.72812462,1,1,53000000,43631933.78095074
2594,13204-560,32,6,15,18.72812462,1,1,12000000,7037251.225880854
2595,13204-561,29,7,25,18.72812462,0,1,8000000,12735104.443598464
2596,13204-562,23,25,70,18.72812462,1,1,40000000,42818218.404854566
2597,13204-569,10,6,70,18.72812462,0,1,52000000,59370422.101887204
2598,13204-570,15,28,60,18.72812462,0,1,33000000,33931526.01228733
2599,13204-571,25,10,15,18.72812462,0,1,9000000,4898664.2161856
2600,13204-572,6,4,30,18.72812462,0,1,33000000,31031712.80292771
2601,13204-573,4,9,70,18.72812462,0,1,88000000,60559471.83148441
2602,13204-574,35,19,20,18.72812462,0,1,6200000,-2529101.6237399504
2603,13204-575,34,4,10,18.72812462,0,1,6200000,146807.36568922177
2604,13204-577,15,8,70,18.72812462,1,1,60000000,58539639.60276921
2605,13204-578,12,30,80,18.72812462,1,1,52000000,53290711.01439253
2606,13204-579,28,8,45,18.72812462,1,1,40000000,31697939.535837926
2607,13204-582,8,15,65,18.72812462,0,1,51000000,50403622.8601623
2608,13204-583,14,29,75,18.72812462,0,1,48000000,45727123.270465106
2609,13204-585,20,5,50,18.72812462,0,1,47000000,38784104.690798275
2610,13204-586,23,23,55,18.72812462,1,1,34000000,32230511.92721335
2611,13204-587,12,24,70,18.72812462,0,1,45000000,46184338.401041344
2612,13204-588,25,10,15,18.72812462,0,1,11000000,4898664.2161856
2613,13204-589,15,16,55,18.72812462,0,1,34000000,38031254.53541262
2614,13204-590,23,24,55,18.72812462,1,1,35000000,31557368.043477558
2615,13204-591,32,6,15,18.72812462,0,1,13000000,3848011.473523427
2616,13204-592,33,10,15,18.72812462,0,1,8400000,620689.0417794809
2617,13204-593,47,9,60,18.72812462,0,1,16000000,29609359.105642978
2618,13204-594,16,16,65,18.72812462,0,1,39000000,45452503.802020386
2619,13204-595,16,16,60,18.72812462,0,1,42000000,41474505.72031612
2620,13204-596,17,30,70,18.72812462,1,1,50000000,42660980.36698018
2621,13204-597,14,2,45,18.72812462,0,1,39000000,40034019.64110599
2622,13204-598,8,21,60,18.72812462,0,1,38000000,42386761.47604326
2623,13204-599,28,8,50,18.72812462,0,1,40000000,32486697.86518477
2624,13204-603,21,15,55,18.72812462,0,1,43000000,35495917.038343824
2625,13204-604,28,4,15,18.72812462,0,1,9500000,7333286.828198079
2626,13204-605,40,24,60,18.72812462,0,1,27000000,23255429.127211396
2627,13204-606,20,24,70,18.72812462,0,1,32000000,41906363.22663523
2628,13204-607,14,23,65,18.72812462,0,1,42000000,41809990.40947135
2629,13204-610,47,9,65,18.72812462,0,1,26000000,33587357.18734725
2630,13204-612,32,6,15,18.72812462,0,1,12000000,3848011.473523427
2631,13204-613,47,10,60,18.72812462,0,1,30000000,28936215.221907184
2632,13204-614,14,23,85,18.72812462,1,1,50000000,60911222.488645844
2633,13204-615,25,11,50,18.72812462,0,1,35000000,32071506.90437968
2634,13204-616,12,24,70,18.72812462,0,1,46000000,46184338.401041344
2635,13204-617,29,16,50,18.72812462,0,1,28000000,26566799.89849764
2636,13204-627,14,25,60,18.72812462,0,1,35000000,36485704.560295485
2637,13204-628,12,24,70,18.72812462,0,1,43000000,46184338.401041344
2638,13204-630,42,9,50,18.72812462,1,1,33000000,27516337.178595696
2639,13204-631,12,30,75,18.72812462,1,1,49000000,49312712.932688266
2640,13204-632,13,24,65,18.72812462,0,1,40000000,41671593.42253631
2641,13204-634,14,22,60,18.72812462,1,1,44000000,41694375.9638603
2642,13204-635,17,30,70,18.72812462,0,1,46000000,39471740.61462275
2643,13204-637,4,3,65,18.72812462,0,1,79000000,60620337.052194916
2644,13204-638,30,25,40,18.72812462,1,1,8000000,15207001.637023602
2645,13204-640,22,18,60,18.72812462,0,1,40000000,36919736.57203994
2646,13204-641,14,22,85,18.72812462,0,1,41000000,58395126.620024204
2647,13204-643,21,15,55,18.72812462,0,1,39000000,35495917.038343824
2648,13204-644,28,8,45,18.72812462,1,1,40000000,31697939.535837926
2649,13204-645,28,8,55,18.72812462,1,1,49000000,39653935.699246466
2650,13204-647,30,30,15,17.02754961,0,0,5000000,-10603746.718364432
2651,13204-651,23,30,55,17.02754961,0,0,33000000,24963466.212875072
2652,13204-691,22,30,55,18.72812462,1,1,28000000,28053251.637863547
2653,13204-692,22,30,55,18.72812462,1,1,28000000,28053251.637863547
2654,13204-697,23,29,75,18.72812462,1,1,44000000,44103640.95161565
2655,13204-728,18,20,75,20.15478498,0,0,39000000,48103804.16882084
2656,13204-746,14,20,75,20.15478498,0,0,38000000,50242791.756023906
2657,13204-863,20,28,55,20.15478498,0,0,28000000,25737166.97851587
2658,13204-869,20,28,60,20.15478498,0,0,33000000,29715165.060220145
2659,13204-870,20,28,60,20.15478498,1,0,34000000,32904404.812577568
2660,13204-881,20,29,55,20.15478498,0,0,26000000,25064023.094780076
2661,13204-883,20,28,60,20.15478498,0,0,26000000,29715165.060220145
2662,13204-899,5,28,75,17.02754961,1,0,54000000,55036430.20193493
2663,13204-900,5,28,65,17.02754961,0,0,44000000,43891194.28616896
2664,13204-904,21,30,75,17.02754961,0,0,38000000,41944952.33329368
2665,13204-905,21,30,60,17.02754961,0,0,29000000,30010958.08818087
2666,13204-906,21,30,70,17.02754961,0,0,35000000,37966954.25158941
2667,13210-6,33,5,35,21.95318781,1,0,17000000,20293169.352847844
2668,13210-41,14,8,55,21.95318781,0,0,32000000,41156681.315314636
2669,13210-54,3,14,50,23.60463644,0,0,34000000,37872483.97634535
2670,13210-58,8,13,70,23.60463644,0,0,49000000,51783885.702894405
2671,13210-60,3,14,70,23.60463644,0,0,51000000,53784476.303162426
2672,13210-71,21,13,70,23.60463644,1,0,46000000,48021415.79684188
2673,13210-72,3,14,70,23.60463644,0,0,53000000,53784476.303162426
2674,13210-73,3,14,70,23.60463644,0,0,52000000,53784476.303162426
2675,13210-85,3,14,55,23.60463644,0,0,38000000,41850482.05804962
2676,13210-92,19,9,65,21.95318781,0,0,35000000,45765799.11098355
2677,13210-101,25,11,75,21.95318781,0,0,36000000,49167026.1261159
2678,13210-103,25,11,80,21.95318781,1,0,43000000,56334263.9601776
2679,13210-104,25,14,75,21.95318781,0,0,35000000,47147594.474908516
2680,13210-110,42,12,65,23.60463644,0,0,21000000,30297637.013699923
2681,13210-111,35,4,15,23.60463644,0,0,11000000,-353964.4558510408
2682,13210-112,12,9,20,23.60463644,0,0,16000000,12557492.83359184
2683,13210-115,35,4,15,23.60463644,0,0,6500000,-353964.4558510408
2684,13210-116,21,5,65,23.60463644,0,0,34000000,46239329.03266655
2685,13210-117,12,9,20,23.60463644,0,0,14000000,12557492.83359184
2686,13210-132,12,9,20,23.60463644,0,0,18000000,12557492.83359184
2687,13210-138,12,9,20,23.60463644,0,0,16000000,12557492.83359184
2688,13210-142,15,7,75,23.60463644,1,0,45000000,59246758.561765514
2689,13210-147,18,10,65,23.60463644,0,0,36000000,44477850.304389864
2690,13210-152,33,7,15,23.60463644,0,0,5200000,-1303902.3134568967
2691,13210-153,33,7,15,23.60463644,0,0,5300000,-1303902.3134568967
